date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts
2020-05-28,2612888,2659,2708,5.167%,132873.5,2139.8,1.61%,
2020-05-27,2612192,2657,2708,5.165%,132790.8,2137.6,1.61%,
2020-05-26,2611592,2654,2708,5.159%,132591.9,2136.4,1.611%,
2020-05-25,2610318,2650,2707,5.352%,137352.3,2359.2,1.718%,
2020-05-24,2608632,2649,2707,5.364%,137567.4,2371.6,1.724%,
2020-05-23,2607201,2649,2707,5.364%,137475.3,2369.1,1.723%,
2020-05-22,2605306,2648,2707,5.363%,137345.1,2367,1.723%,
2020-05-21,2603642,2642,2707,5.362%,137237.8,2364,1.723%,
2020-05-20,2601991,2641,2707,5.36%,137105.9,2359.9,1.721%,
2020-05-19,2600688,2639,2707,5.342%,136591.8,2349.8,1.72%,
2020-05-18,2599407,2637,2707,5.124%,130940.5,2261.4,1.727%,
2020-05-17,2599137,2636,2705,4.922%,125762.7,2163.5,1.72%,
2020-05-16,2597067,2634,2705,4.917%,125533.3,2159.5,1.72%,
2020-05-15,2595505,2636,2705,4.918%,125487.2,2158.5,1.72%,
2020-05-14,2593629,2635,2705,4.918%,125410.4,2156.7,1.72%,
2020-05-13,2592460,2641,2705,4.912%,125189,2153.9,1.721%,
2020-05-12,2591309,2635,2704,4.975%,126688.7,2222.4,1.754%,
2020-05-11,2588613,2633,2704,4.869%,123828.5,2216.4,1.79%,
2020-05-10,2584657,2632,2703,5.056%,128413.5,2265.8,1.764%,
2020-05-09,2581014,2631,2702,5.17%,131135.2,2316,1.766%,
2020-05-08,2579917,2631,2702,5.175%,131201.4,2317.3,1.766%,
2020-05-07,2579337,2628,2702,5.162%,130832.4,2310,1.766%,
2020-05-05,2577453,2628,2701,5.324%,134883.3,2343.8,1.738%,
2020-05-04,2575557,2629,2701,5.342%,135246.4,2346.3,1.735%,
2020-05-03,2573664,2624,2701,5.343%,135166.4,2344.6,1.735%,
2020-05-02,2571578,2623,2701,5.343%,135063.5,2342.2,1.734%,
2020-05-01,2570088,2618,2701,5.343%,134978.7,2340.7,1.734%,
2020-04-30,2568652,2618,2700,5.342%,134876.3,2338.2,1.734%,
2020-04-29,2566871,2613,2700,5.333%,134556.3,2333.4,1.734%,
2020-04-28,2565476,2609,2700,5.211%,131378.9,2310.1,1.758%,
2020-04-27,2564400,2602,2699,5.222%,131611.3,2308.6,1.754%,
2020-04-26,2562943,2603,2698,5.317%,133949.2,2309.9,1.724%,
2020-04-25,2561803,2606,2698,5.319%,133954,2308.5,1.723%,
2020-04-24,2560719,2602,2697,5.319%,133893.8,2306.7,1.723%,
2020-04-23,2559460,2601,2697,5.319%,133828.6,2303.5,1.721%,
2020-04-22,2557304,2601,2697,5.32%,133743.8,2300.1,1.72%,
2020-04-21,2554984,2599,2697,5.32%,133640.5,2296.2,1.718%,
2020-04-20,2552990,2598,2697,5.318%,133478.5,2291.8,1.717%,
2020-04-19,2551166,2598,2697,5.295%,132805.3,2285.3,1.721%,
2020-04-18,2549043,2596,2695,5.36%,134343.8,2289.1,1.704%,
2020-04-17,2548296,2595,2695,5.365%,134436.6,2289,1.703%,
2020-04-16,2544368,2592,2695,5.368%,134285.2,2286.6,1.703%,
2020-04-14,2531599,2591,2693,5.169%,128655.9,2202,1.712%,
2020-04-13,2527718,2588,2693,5.152%,128044,2174.2,1.698%,
2020-04-12,2526041,2587,2692,5.086%,126413.4,2068.1,1.636%,
2020-04-11,2525030,2585,2690,4.989%,124053.3,1915.3,1.544%,
2020-04-10,2523673,2580,2690,4.986%,123913.5,1909.3,1.541%,
2020-04-09,2522195,2581,2690,4.986%,123856.2,1908.5,1.541%,
2020-04-08,2520596,2578,2690,4.987%,123792.5,1907.6,1.541%,
2020-04-07,2518560,2581,2690,4.988%,123708.5,1906.6,1.541%,
2020-04-06,2516463,2581,2690,4.988%,123623.2,1905.4,1.541%,
2020-04-05,2514344,2577,2689,4.986%,123464.4,1903.5,1.542%,
2020-04-04,2512044,2576,2689,4.978%,123160,1900,1.543%,
2020-04-03,2507281,2576,2688,5.063%,125022.5,1912.1,1.529%,
2020-04-02,2503082,2576,2687,5.108%,125972.2,1893.5,1.503%,
2020-04-01,2501169,2577,2685,5.078%,125107.3,1910.4,1.527%,
2020-03-31,2498622,2575,2685,5.041%,124044.9,1901.8,1.533%,
2020-03-30,2497202,2573,2684,5.003%,123060.4,1883.1,1.53%,
2020-03-29,2495324,2575,2684,4.999%,122867.4,1878.7,1.529%,
2020-03-28,2492599,2575,2684,4.996%,122650.8,1867.6,1.523%,
2020-03-27,2490786,2577,2684,4.978%,122151.7,1846.7,1.512%,
2020-03-26,2488793,2575,2683,5.286%,129673.8,1881.6,1.451%,
2020-03-25,2486705,2573,2683,5.286%,129575.1,1873,1.445%,
2020-03-24,2484871,2570,2681,5.132%,125670.2,1851,1.473%,
2020-03-23,2483238,2567,2681,5.123%,125379.4,1848.3,1.474%,
2020-03-22,2481568,2568,2681,5.124%,125316.6,1846.5,1.473%,
2020-03-21,2479172,2568,2681,5.126%,125244.3,1844.6,1.473%,
2020-03-20,2477149,2569,2681,5.128%,125180.1,1842.6,1.472%,
2020-03-19,2473339,2569,2681,5.13%,125049.8,1839.8,1.471%,
2020-03-18,2469616,2568,2681,5.133%,124917.9,1837.1,1.471%,
2020-03-17,2466300,2567,2681,5.135%,124808.6,1833.7,1.469%,
2020-03-16,2462602,2564,2681,5.132%,124551.3,1827.6,1.467%,
2020-03-15,2458771,2563,2681,5.057%,122565.5,1783.6,1.455%,
2020-03-14,2455576,2564,2680,5.005%,121178.2,1721.7,1.421%,
2020-03-13,2451856,2563,2680,5.002%,120938.8,1710.1,1.414%,
2020-03-12,2447106,2566,2680,5.005%,120767.2,1700.4,1.408%,
2020-03-11,2441811,2564,2680,5.008%,120586.3,1690.3,1.402%,
2020-03-10,2433260,2566,2680,5%,119991.6,1660.9,1.384%,
2020-03-09,2417588,2565,2680,4.844%,115596.9,1518.6,1.314%,
2020-03-08,2377649,2565,2679,4.606%,108338.6,1183.6,1.093%,
2020-03-07,2314540,2565,2677,4.732%,108441,1090.4,1.006%,
2020-03-06,2282787,2568,2677,4.719%,106678.2,1054.4,0.988%,
2020-03-05,2260612,2571,2675,4.849%,108572.9,1046.6,0.964%,
2020-03-04,2246916,2569,2671,5.11%,113806.2,1016.2,0.893%,
2020-03-03,2238747,2570,2671,5.134%,113935.7,1011.3,0.888%,
2020-03-02,2232724,2570,2670,5.109%,113059.1,1003.3,0.887%,
2020-03-01,2229053,2570,2669,5.117%,113077.6,989.4,0.875%,
2020-02-29,2226698,2570,2669,5.119%,112994.5,987.5,0.874%,
2020-02-28,2225044,2570,2669,5.119%,112912.6,986.1,0.873%,
2020-02-27,2223045,2569,2669,5.118%,112793.8,985.1,0.873%,
2020-02-26,2220671,2568,2669,5.104%,112363.9,981.8,0.874%,
2020-02-25,2217745,2567,2669,4.966%,109171.5,969.3,0.888%,
2020-02-24,2215542,2569,2667,5.197%,114104.2,1032.8,0.905%,
2020-02-23,2212030,2562,2667,5.211%,114248.9,1030.2,0.902%,
2020-02-22,2207040,2559,2667,5.211%,113997.5,1018.5,0.893%,
2020-02-21,2205187,2560,2667,5.164%,112866.8,1013,0.898%,
2020-02-19,2201216,2555,2666,5.316%,115965.1,1054.2,0.909%,
2020-02-18,2199567,2555,2664,5.631%,122717.7,1135.2,0.925%,
2020-02-17,2197900,2553,2664,5.585%,121633.4,1129.7,0.929%,
2020-02-16,2195849,2554,2663,5.62%,122244.4,1153.4,0.944%,
2020-02-15,2192574,2555,2662,5.777%,125493.6,1182.1,0.942%,
2020-02-14,2188985,2557,2662,5.672%,122997.6,1163.6,0.946%,
2020-02-13,2182654,2557,2660,5.648%,122122.3,1149.6,0.941%,
2020-02-12,2179284,2556,2659,5.738%,123875.4,1171.2,0.945%,
2020-02-11,2175546,2555,2658,5.748%,123889,1171.7,0.946%,
2020-02-10,2171958,2553,2658,5.741%,123519.9,1168.1,0.946%,
2020-02-09,2166117,2549,2657,5.617%,120546.4,1133.8,0.941%,
2020-02-08,2157053,2545,2656,5.546%,118524.8,1101.9,0.93%,
2020-02-07,2148938,2543,2655,5.503%,117163.5,1095.2,0.935%,
2020-02-06,2145822,2543,2655,5.5%,116917.8,1093,0.935%,
2020-02-05,2142621,2543,2655,5.501%,116775.7,1091.8,0.935%,
2020-02-04,2140608,2543,2655,5.502%,116681.2,1090.4,0.935%,
2020-02-03,2138603,2541,2655,5.502%,116577.1,1089.5,0.935%,
2020-02-02,2136560,2544,2655,5.502%,116466.7,1088.1,0.934%,
2020-02-01,2134204,2540,2655,5.502%,116343.4,1086.6,0.934%,
2020-01-31,2131291,2538,2655,5.502%,116168.4,1084.7,0.934%,
2020-01-30,2127300,2537,2655,5.485%,115603,1080.9,0.935%,
2020-01-29,2123180,2535,2654,5.323%,111968.7,1053.5,0.941%,
2020-01-28,2119634,2533,2654,5.313%,111566.7,1049.7,0.941%,
2020-01-27,2117338,2532,2654,5.314%,111476.8,1048,0.94%,
2020-01-26,2114074,2530,2654,5.315%,111326.9,1045.6,0.939%,
2020-01-25,2109604,2531,2654,5.303%,110827.8,1039.6,0.938%,
2020-01-24,2106075,2531,2654,5.026%,104862.8,983.9,0.938%,
2020-01-23,2103641,2527,2653,5.13%,106907.1,1000.6,0.936%,
2020-01-22,2100622,2526,2653,5.129%,106739.8,998,0.935%,
2020-01-21,2096275,2526,2653,5.057%,105042.6,975.6,0.929%,
2020-01-20,2092917,2525,2652,5.237%,108480.2,1118.3,1.031%,
2020-01-19,2085476,2527,2652,5.254%,108433.7,1126.8,1.039%,
2020-01-18,2080327,2527,2652,5.217%,107419.2,1117.3,1.04%,
2020-01-17,2077605,2526,2651,5.42%,111412.4,1194.3,1.072%,
2020-01-16,2074718,2523,2651,5.295%,108687.5,1159.7,1.067%,
2020-01-15,2071877,2521,2650,5.441%,111545.5,1180.2,1.058%,
2020-01-14,2070724,2522,2650,5.443%,111532.2,1180.3,1.058%,
2020-01-13,2069420,2523,2650,5.445%,111490,1179.6,1.058%,
2020-01-12,2067572,2523,2650,5.447%,111434.4,1177.9,1.057%,
2020-01-11,2066338,2522,2650,5.448%,111399.1,1177.3,1.057%,
2020-01-10,2064502,2520,2650,5.45%,111336.5,1176.7,1.057%,
2020-01-09,2062316,2518,2650,5.452%,111271.9,1175.1,1.056%,
2020-01-08,2059523,2517,2650,5.456%,111192.1,1173.3,1.055%,
2020-01-07,2057420,2514,2650,5.458%,111111.9,1171.9,1.055%,
2020-01-06,2054960,2515,2650,5.46%,111032.4,1170.7,1.054%,
2020-01-05,2052759,2513,2650,5.463%,110964.6,1169.5,1.054%,
2020-01-04,2050510,2515,2650,5.465%,110887.4,1168.5,1.054%,
2020-01-03,2048314,2516,2650,5.467%,110819.5,1167.2,1.053%,
2020-01-02,2046439,2518,2650,5.468%,110736.3,1165.8,1.053%,
2020-01-01,2044853,2515,2650,5.468%,110651.5,1165,1.053%,
2019-12-31,2043294,2515,2650,5.463%,110458.2,1163.5,1.053%,
2019-12-30,2041275,2516,2650,5.406%,109190.9,1155,1.058%,
2019-12-29,2038779,2513,2649,5.351%,107954.5,1149.7,1.065%,
2019-12-28,2036390,2513,2649,5.353%,107865.3,1148.9,1.065%,
2019-12-27,2034434,2515,2649,5.35%,107694.1,1146.6,1.065%,
2019-12-26,2032217,2512,2649,5.312%,106811.1,1137.6,1.065%,
2019-12-25,2030192,2509,2648,5.495%,110386.9,1163.8,1.054%,
2019-12-24,2027902,2507,2647,5.706%,114534.7,1186,1.035%,
2019-12-23,2025357,2515,2646,5.727%,114809.6,1187,1.034%,
2019-12-22,2023016,2513,2646,5.73%,114731.1,1186.1,1.034%,
2019-12-21,2020401,2508,2646,5.733%,114637.4,1185.2,1.034%,
2019-12-20,2017468,2511,2646,5.735%,114517.4,1182.4,1.033%,
2019-12-19,2011745,2510,2646,5.738%,114248.3,1179.1,1.032%,
2019-12-18,2006333,2507,2646,5.74%,113981.1,1175.4,1.031%,
2019-12-17,2000465,2505,2646,5.708%,113030.8,1162.7,1.029%,
2019-12-16,1994377,2503,2646,5.422%,107024.7,1113.7,1.041%,
2019-12-15,1984543,2502,2643,5.456%,107111.1,1166.1,1.089%,
2019-12-14,1974383,2501,2640,5.532%,108051.8,1168.5,1.081%,
2019-12-13,1968833,2502,2640,5.545%,107999.1,1165.3,1.079%,
2019-12-12,1965180,2501,2640,5.549%,107885.4,1162.9,1.078%,
2019-12-11,1961859,2498,2640,5.54%,107533.3,1158.7,1.078%,
2019-12-10,1957460,2498,2640,5.31%,102822.4,1112.5,1.082%,
2019-12-09,1953448,2493,2639,5.3%,102444.5,1092.3,1.066%,
2019-12-08,1948488,2493,2638,5.274%,101688.9,1078,1.06%,
2019-12-07,1941132,2494,2637,5.308%,101963.6,1064.7,1.044%,
2019-12-06,1937265,2492,2637,5.21%,99898,1041.2,1.042%,
2019-12-05,1933633,2492,2636,5.189%,99303.4,1024.4,1.032%,
2019-12-04,1931174,2495,2636,5.142%,98290.5,1012.1,1.03%,
2019-12-03,1927796,2495,2635,5.193%,99096.6,1009.8,1.019%,
2019-12-02,1921378,2493,2635,5.069%,96413,986.7,1.023%,
2019-12-01,1918294,2489,2633,5.287%,100407.2,1020.8,1.017%,
2019-11-30,1914816,2489,2633,5.235%,99228.2,1016.4,1.024%,
2019-11-29,1911872,2489,2632,5.539%,104860.8,1038.6,0.99%,
2019-11-28,1907675,2486,2630,5.63%,106379.1,1022.8,0.961%,
2019-11-27,1903783,2488,2629,5.557%,104796.7,994.9,0.949%,
2019-11-26,1899533,2485,2628,5.642%,106167.2,1000.6,0.942%,
2019-11-25,1895010,2488,2628,5.638%,105848.2,993.7,0.939%,
2019-11-24,1889101,2486,2628,5.465%,102288.4,952.9,0.932%,
2019-11-23,1882759,2485,2627,5.503%,102670.3,930.7,0.906%,
2019-11-22,1876494,2481,2626,5.496%,102329.2,803.2,0.785%,
2019-11-21,1869438,2478,2625,5.387%,99939.6,764.5,0.765%,
2019-11-20,1863977,2479,2625,5.368%,99306.4,755.5,0.761%,
2019-11-19,1857984,2480,2625,5.302%,97775.1,738,0.755%,
2019-11-18,1852416,2479,2623,5.241%,96291.9,789.5,0.82%,
2019-11-17,1846497,2475,2621,5.079%,92900.3,887.2,0.955%,
2019-11-16,1840030,2474,2621,5.038%,91814,878.5,0.957%,
2019-11-15,1832532,2471,2620,4.953%,89935.1,829.4,0.922%,
2019-11-14,1823819,2472,2620,4.922%,88944.4,816,0.917%,
2019-11-13,1814409,2472,2619,5.42%,97332,1016.6,1.044%,
2019-11-12,1800970,2471,2618,5.524%,98425.4,1063.8,1.081%,
2019-11-11,1792317,2473,2618,5.445%,96547.6,1049.8,1.087%,
2019-11-10,1787041,2470,2617,5.308%,93815.3,1043.5,1.112%,
2019-11-09,1779708,2464,2614,5.502%,96822.3,1100.2,1.136%,
2019-11-08,1772698,2464,2614,5.401%,94631,1103.7,1.166%,
2019-11-07,1766687,2464,2609,6.034%,105427.4,1171.2,1.111%,
2019-11-06,1759664,2464,2609,6.099%,106097.3,1227.1,1.157%,
2019-11-05,1750773,2456,2609,5.863%,101431.3,1210.1,1.193%,
2019-11-04,1741651,2455,2604,8.488%,145716.8,2114,1.451%,
2019-11-03,1725813,2453,2604,8.787%,149456,2194.7,1.468%,
2019-11-02,1712321,2452,2604,8.744%,147546.6,2184.5,1.481%,
2019-11-01,1703185,2449,2603,9.013%,151320.5,2182.2,1.442%,
2019-10-31,1697394,2450,2603,9.043%,151309.5,2179.8,1.441%,
2019-10-30,1695959,2448,2603,9.042%,151168,2175.2,1.439%,
2019-10-29,1695499,2449,2603,9.033%,150983.3,2170.3,1.437%,
2019-10-28,1695074,2450,2603,8.97%,149897.1,2152.2,1.436%,
2019-10-27,1694864,2446,2602,8.939%,149352.5,2151.1,1.44%,
2019-10-26,1694514,2444,2601,8.961%,149698.6,2141.7,1.431%,
2019-10-25,1694335,2444,2600,9.159%,153023.2,2156.7,1.409%,
2019-10-24,1693855,2438,2599,9.262%,154722.6,2167.8,1.401%,
2019-10-23,1693035,2438,2598,8.93%,149151.6,2044.4,1.371%,
2019-10-22,1692957,2433,2597,9.065%,151395.4,2076.9,1.372%,
2019-10-21,1692778,2432,2596,9.077%,151570.5,2079.1,1.372%,
2019-10-20,1692539,2431,2596,9.073%,151494.4,2077.2,1.371%,
2019-10-19,1691981,2430,2596,9.072%,151420.9,2075,1.37%,
2019-10-18,1691151,2430,2596,9.069%,151303.8,2072.1,1.369%,
2019-10-17,1687013,2430,2596,9.077%,151068.9,2067.9,1.369%,
2019-10-16,1677832,2429,2596,9.09%,150462.4,2055.2,1.366%,
2019-10-15,1668680,2426,2596,9.03%,148667.7,2020.9,1.359%,
2019-10-14,1657877,2428,2595,8.45%,138263.6,1820.4,1.317%,
2019-10-13,1647404,2428,2593,8.627%,140252.4,1873.1,1.336%,
2019-10-12,1634279,2427,2592,8.772%,141486.7,1878.9,1.328%,
2019-10-11,1621157,2427,2591,8.608%,137688.9,1859.9,1.351%,
2019-10-10,1615773,2424,2591,8.448%,134672.8,1827.3,1.357%,
2019-10-09,1606868,2426,2588,8.195%,129933.2,1754.1,1.35%,
2019-10-08,1595140,2425,2586,7.916%,124488.2,1785.5,1.434%,
2019-10-07,1556637,2426,2582,7.187%,110229.1,1652,1.499%,
2019-10-06,1478334,2424,2578,5.57%,81147.5,1200.2,1.479%,
2019-10-05,1354326,2422,2576,4.957%,66310.2,820.3,1.237%,
2019-10-04,1319116,2421,2573,4.942%,64375.3,820.6,1.275%,
2019-10-03,1307946,2420,2572,4.858%,62733.8,804.4,1.282%,
2019-10-02,1301899,2419,2571,4.711%,60565.9,769.1,1.27%,
2019-10-01,1294277,2412,2569,4.915%,62836.3,779.1,1.24%,
2019-09-30,1289257,2412,2569,4.869%,62004.4,767.3,1.237%,
2019-09-29,1286513,2411,2568,4.723%,60026.7,737.8,1.229%,
2019-09-28,1283099,2410,2568,4.71%,59695.1,733,1.228%,
2019-09-27,1280253,2409,2568,4.696%,59393,730,1.229%,
2019-09-26,1277100,2408,2567,4.8%,60530.1,775.6,1.281%,
2019-09-25,1275944,2406,2567,4.806%,60540.4,776.8,1.283%,
2019-09-24,1274888,2405,2567,4.764%,59974.1,762.1,1.271%,
2019-09-23,1273743,2403,2566,4.862%,61168.9,760.1,1.243%,
2019-09-22,1272515,2400,2566,4.738%,59550.1,740.5,1.243%,
2019-09-21,1271902,2399,2565,4.825%,60612,756.2,1.248%,
2019-09-20,1270865,2397,2565,4.814%,60423.1,754.3,1.248%,
2019-09-19,1270130,2397,2565,4.701%,58969.9,743.7,1.261%,
2019-09-18,1269190,2393,2564,4.851%,60810.5,760.3,1.25%,
2019-09-17,1268405,2390,2563,4.936%,61851.9,761.1,1.231%,
2019-09-16,1267487,2389,2563,4.881%,61113.2,753.7,1.233%,
2019-09-15,1266776,2389,2562,5.364%,66928.3,1017.8,1.521%,
2019-09-14,1265781,2387,2562,5.389%,67188.1,1030.1,1.533%,
2019-09-13,1264836,2385,2562,5.391%,67161.1,1029.9,1.533%,
2019-09-12,1263751,2383,2562,5.393%,67130.6,1029.5,1.534%,
2019-09-11,1262563,2382,2562,5.396%,67103.9,1028.5,1.533%,
2019-09-10,1261575,2385,2562,5.398%,67075.2,1028,1.533%,
2019-09-09,1260502,2383,2561,5.401%,67046.3,1027.6,1.533%,
2019-09-08,1258798,2382,2561,5.405%,67015.1,1027.3,1.533%,
2019-09-07,1256039,2383,2561,5.413%,66966.8,1026.4,1.533%,
2019-09-06,1255029,2387,2561,5.406%,66819.9,1025,1.534%,
2019-09-05,1254171,2389,2561,5.356%,66152.8,1021.4,1.544%,
2019-09-04,1253423,2387,2559,6.072%,74797.7,1304.6,1.744%,
2019-09-03,1252221,2386,2559,6.125%,75378.1,1323.9,1.756%,
2019-09-02,1251724,2386,2558,6.125%,75350.5,1323.4,1.756%,
2019-09-01,1251148,2387,2558,6.126%,75321.5,1322,1.755%,
2019-08-31,1250570,2385,2558,6.127%,75295.9,1321.3,1.755%,
2019-08-30,1249960,2386,2558,6.127%,75270.5,1320.2,1.754%,
2019-08-29,1249353,2383,2558,6.128%,75239.4,1319.4,1.754%,
2019-08-28,1248690,2381,2558,6.114%,75031.3,1314.1,1.751%,
2019-08-27,1247532,2379,2558,5.912%,72479.1,1273.7,1.757%,
2019-08-26,1246201,2379,2557,6.082%,74531.2,1263.8,1.696%,
2019-08-25,1245710,2378,2557,6.003%,73523.4,1260.6,1.715%,
2019-08-24,1245087,2380,2556,6.245%,76439.6,1318.8,1.725%,
2019-08-23,1244656,2378,2555,6.251%,76470.9,1334.1,1.745%,
2019-08-22,1243774,2377,2555,6.252%,76424.8,1334.2,1.746%,
2019-08-21,1242442,2376,2555,6.254%,76370.3,1332.6,1.745%,
2019-08-20,1240540,2377,2555,6.257%,76285.4,1330.9,1.745%,
2019-08-13,1231995,2368,2553,6.636%,80373.3,1382.4,1.72%,
2019-08-12,1230723,2366,2553,6.676%,80770.1,1387.2,1.717%,
2019-08-11,1230138,2364,2553,6.677%,80752.9,1387.1,1.718%,
2019-08-10,1229498,2363,2553,6.679%,80732.7,1386.6,1.718%,
2019-08-09,1229271,2363,2553,6.68%,80724,1386.5,1.718%,
2019-08-08,1228618,2364,2553,6.681%,80704.2,1385.8,1.717%,
2019-08-07,1227967,2362,2553,6.683%,80677.7,1385.2,1.717%,
2019-08-06,1227368,2359,2553,6.684%,80647.9,1384.6,1.717%,
2019-08-05,1226182,2358,2553,6.684%,80577.7,1383.3,1.717%,
2019-08-04,1225562,2357,2553,6.685%,80543.5,1381.8,1.716%,
2019-08-03,1224779,2356,2553,6.686%,80503.1,1380.6,1.715%,
2019-08-02,1224273,2354,2553,6.687%,80483.5,1380,1.715%,
2019-08-01,1223861,2351,2553,6.687%,80460.4,1379.1,1.714%,
2019-07-31,1223358,2348,2553,6.687%,80428.4,1378.5,1.714%,
2019-07-27,1221617,2348,2553,6.689%,80339.9,1375.2,1.712%,
2019-07-26,1221354,2347,2553,6.688%,80311.2,1374.4,1.711%,
2019-07-25,1220812,2348,2553,6.687%,80266.3,1373.6,1.711%,
2019-07-24,1220227,2346,2553,6.671%,80035.1,1368.5,1.71%,
2019-07-23,1219247,2345,2552,6.581%,78891.4,1345.5,1.706%,
2019-07-22,1215180,2345,2551,6.558%,78310.9,1385.9,1.77%,
2019-07-21,1213110,2345,2551,6.548%,78056.3,1383.9,1.773%,
2019-07-20,1212597,2344,2551,6.472%,77102.3,1376,1.785%,
2019-07-19,1212311,2342,2550,6.43%,76544.4,1404.4,1.835%,
2019-07-18,1211788,2342,2549,6.625%,78866.3,1409.6,1.787%,
2019-07-17,1209928,2343,2549,6.645%,78996.8,1408.5,1.783%,
2019-07-16,1209187,2341,2548,6.646%,78954.3,1407.3,1.782%,
2019-07-15,1208037,2343,2548,6.647%,78897.6,1405.5,1.781%,
2019-07-14,1207080,2341,2548,6.648%,78839.2,1404.7,1.782%,
2019-07-13,1205941,2340,2548,6.637%,78642.5,1400.9,1.781%,
2019-07-12,1205009,2335,2548,6.526%,77259.6,1373.9,1.778%,
2019-07-11,1204894,2329,2545,6.35%,75187.4,1327.1,1.765%,
2019-07-10,1202711,2326,2545,6.234%,73675.8,1304.3,1.77%,
2019-07-06,1193616,2324,2543,6.501%,76282.8,1316.4,1.726%,
2019-07-05,1189245,2323,2543,6.525%,76284.4,1311.3,1.719%,
2019-07-04,1188567,2318,2543,6.513%,76096.7,1309.3,1.721%,
2019-07-03,1188362,2321,2542,6.572%,76745.6,1353.7,1.764%,
2019-07-02,1187982,2320,2542,6.571%,76710.6,1353.5,1.764%,
2019-07-01,1187618,2317,2542,6.57%,76671.9,1352.7,1.764%,
2019-06-30,1187025,2316,2542,6.569%,76626.3,1352.1,1.765%,
2019-06-29,1186023,2316,2542,6.569%,76561,1350.4,1.764%,
2019-06-28,1185240,2318,2542,6.569%,76512.8,1349.6,1.764%,
2019-06-27,1184642,2316,2542,6.57%,76483.6,1348.2,1.763%,
2019-06-26,1184260,2316,2542,6.569%,76446.9,1346.9,1.762%,
2019-06-25,1183843,2312,2542,6.567%,76402.4,1345.6,1.761%,
2019-06-24,1183139,2312,2542,6.568%,76360.8,1344.4,1.761%,
2019-06-23,1182403,2312,2542,6.568%,76313.3,1342.9,1.76%,
2019-06-22,1181530,2311,2542,6.568%,76261.5,1341,1.758%,
2019-06-21,1180022,2309,2542,6.568%,76162.9,1337.8,1.756%,
2019-06-20,1178274,2309,2542,6.549%,75829.4,1334.1,1.759%,
2019-06-19,1177487,2305,2542,6.37%,73693,1318.2,1.789%,
