date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts
2023-06-07,8064807,1110,3131,2.548%,202888.8,2614.3,1.289%,1.00
2023-06-06,8055028,1110,3131,2.533%,201454.8,2605.5,1.293%,1.00
2023-06-05,8049427,1110,3131,2.466%,195886.8,2591.5,1.323%,1.00
2023-06-04,8043545,1108,3130,2.460%,195314.5,2588.0,1.325%,0.00
2023-06-03,8033319,1107,3130,2.452%,194387.3,2572.5,1.323%,1.00
2023-06-02,8029186,1106,3130,2.446%,193818.0,2563.6,1.323%,2.00
2023-06-01,8026398,1106,3130,2.440%,193296.0,2550.8,1.320%,2.00
2023-05-31,8019062,1106,3130,2.433%,192525.5,2542.4,1.321%,2.00
2023-05-30,8006602,1105,3130,2.420%,191237.7,2530.2,1.323%,2.00
2023-05-29,7999997,1106,3130,2.395%,189042.0,2518.6,1.332%,2.00
2023-05-28,7992726,1105,3130,2.686%,211867.2,2802.8,1.323%,2.00
2023-05-27,7989234,1105,3129,2.760%,217615.0,2857.3,1.313%,2.00
2023-05-26,7984817,1106,3128,2.752%,216925.0,2850.5,1.314%,1.00
2023-05-25,7979084,1106,3128,2.743%,216038.3,2842.3,1.316%,1.00
2023-05-24,7973508,1106,3128,2.731%,214886.8,2831.2,1.318%,1.00
2023-05-23,7969445,1104,3128,2.710%,213161.4,2820.8,1.323%,1.00
2023-05-22,7965841,1103,3128,2.677%,210402.2,2805.6,1.333%,2.00
2023-05-21,7964031,1102,3128,2.718%,213716.0,2750.8,1.287%,2.00
2023-05-20,7962122,1103,3127,2.714%,213362.8,2745.5,1.287%,1.00
2023-05-19,7960946,1102,3127,2.712%,213121.2,2740.4,1.286%,1.00
2023-05-18,7959008,1102,3127,2.708%,212829.4,2728.1,1.282%,1.00
2023-05-17,7957404,1102,3127,2.700%,212160.3,2710.8,1.278%,2.00
2023-05-16,7954150,1101,3127,2.695%,211718.0,2641.7,1.248%,2.00
2023-05-15,7951994,1101,3126,2.690%,211297.0,2635.5,1.247%,1.00
2023-05-14,7949565,1101,3126,2.684%,210780.5,2622.6,1.244%,1.00
2023-05-13,7948026,1101,3126,2.678%,210196.4,2613.2,1.243%,1.00
2023-05-12,7946417,1099,3126,2.655%,208410.2,2600.0,1.248%,1.00
2023-05-11,7944686,1098,3126,2.635%,206739.8,2592.5,1.254%,1.00
2023-05-10,7943479,1099,3125,2.631%,206387.3,2586.3,1.253%,1.00
2023-05-09,7941771,1098,3125,2.626%,205947.3,2574.3,1.250%,2.00
2023-05-08,7940184,1097,3125,2.620%,205455.5,2561.1,1.247%,4.00
2023-05-07,7938860,1098,3125,2.613%,204880.4,2552.8,1.246%,5.00
2023-05-06,7937706,1096,3125,2.598%,203705.9,2533.4,1.244%,5.00
2023-05-05,7936755,1095,3125,2.557%,200444.3,2481.9,1.238%,5.00
2023-05-04,7934956,1095,3125,2.495%,195787.4,2229.0,1.138%,7.00
2023-05-03,7935790,1095,3124,2.249%,177079.9,1429.2,0.807%,6.00
2023-05-02,7938091,1095,3123,2.518%,197818.1,2033.5,1.028%,7.00
2023-05-01,7939700,1094,3121,2.513%,197475.3,2020.8,1.023%,5.00
2023-04-30,7937407,1093,3120,2.494%,195977.5,2013.5,1.027%,6.00
2023-04-29,7933761,1093,3120,2.465%,193602.4,1998.3,1.032%,7.00
2023-04-28,7930699,1090,3120,2.840%,222391.6,2810.6,1.264%,7.00
2023-04-27,7930857,1089,3118,2.990%,234304.5,2832.3,1.209%,7.00
2023-04-26,7922449,1090,3118,3.040%,237908.6,2965.7,1.247%,8.00
2023-04-25,7916943,1088,3116,2.998%,234370.8,2953.2,1.260%,7.00
2023-04-24,7910242,1088,3116,2.965%,231469.3,3095.6,1.337%,11.00
2023-04-23,7902437,1088,3114,3.493%,272734.0,3279.8,1.203%,10.00
2023-04-22,7886894,1087,3113,3.188%,248408.8,2999.3,1.207%,13.00
2023-04-21,7879184,1087,3113,3.146%,244938.3,2924.8,1.194%,14.00
2023-04-20,7872065,1087,3111,3.680%,285683.8,3994.2,1.398%,14.00
2023-04-19,7861325,1087,3110,4.747%,368830.3,4338.1,1.176%,14.00
2023-04-18,7845516,1087,3108,4.451%,344959.6,4240.7,1.229%,16.00
2023-04-17,7829476,1086,3105,5.672%,438853.8,5216.3,1.189%,15.00
2023-04-16,7813248,1087,3104,6.511%,503537.4,5207.2,1.034%,18.00
2023-04-15,7799494,1086,3100,8.539%,657010.1,8958.5,1.364%,17.00
2023-04-14,7782726,1083,3099,9.223%,708416.5,9356.8,1.321%,16.00
2023-04-13,7762601,1083,3096,9.018%,690144.1,9880.0,1.432%,14.00
2023-04-12,7736888,1083,3095,8.921%,680152.7,10037.6,1.476%,16.00
2023-04-11,7707815,1084,3092,7.609%,577626.6,8845.1,1.531%,14.00
2023-04-10,7661521,1083,3090,4.254%,320083.2,5844.3,1.826%,12.00
2023-04-09,7558220,1081,3085,2.901%,216486.0,2805.1,1.296%,8.00
2023-04-08,7162915,1081,3083,2.544%,180565.3,1691.3,0.937%,7.00
2023-04-07,7142844,1079,3083,1.876%,133022.9,1002.1,0.753%,7.00
2023-04-06,7130391,1078,3081,2.191%,155074.9,1121.3,0.723%,6.00
2023-04-05,7124052,1076,3080,2.234%,157638.1,1533.3,0.973%,5.00
2023-04-04,7118717,1074,3079,2.227%,157019.8,1528.8,0.974%,4.00
2023-04-03,7110603,1075,3078,2.302%,162097.2,1582.2,0.976%,3.00
2023-04-02,7106387,1076,3077,2.258%,158953.6,1500.6,0.944%,3.00
2023-04-01,7103019,1076,3076,2.255%,158685.8,1498.9,0.945%,1.00
2023-03-31,7098450,1076,3076,2.250%,158203.8,1491.0,0.942%,1.00
2023-03-30,7096299,1076,3076,2.336%,164286.3,1501.4,0.914%,1.00
2023-03-29,7094314,1074,3075,2.335%,164157.8,1499.3,0.913%,1.00
2023-03-28,7092626,1075,3075,2.334%,164019.2,1497.6,0.913%,1.00
2023-03-27,7092942,1073,3075,2.332%,163914.5,1496.6,0.913%,1.00
2023-03-26,7092959,1074,3075,2.331%,163823.1,1495.1,0.913%,1.00
2023-03-25,7092750,1073,3075,2.324%,163350.0,1492.2,0.913%,1.00
2023-03-24,7092037,1073,3075,2.308%,162172.3,1487.7,0.917%,1.00
2023-03-23,7091217,1073,3075,2.254%,158370.6,1498.2,0.946%,1.00
2023-03-22,7091002,1073,3074,2.253%,158295.9,1497.6,0.946%,0.00
2023-03-21,7091038,1074,3074,2.253%,158231.7,1497.3,0.946%,0.00
2023-03-20,7090604,1075,3074,2.252%,158150.3,1495.9,0.946%,0.00
2023-03-19,7090115,1074,3074,2.250%,158067.0,1495.1,0.946%,0.00
2023-03-18,7088540,1073,3074,2.249%,157950.5,1493.0,0.945%,0.00
2023-03-17,7087020,1073,3074,2.249%,157875.9,1492.4,0.945%,0.00
2023-03-16,7086713,1073,3074,2.248%,157800.6,1491.8,0.945%,0.00
2023-03-15,7085813,1071,3074,2.247%,157694.5,1489.8,0.945%,0.00
2023-03-14,7084336,1069,3074,2.245%,157538.3,1487.0,0.944%,0.00
2023-03-13,7084493,1069,3074,2.243%,157443.9,1485.2,0.943%,1.00
2023-03-12,7084735,1069,3074,2.241%,157317.7,1483.9,0.943%,1.00
2023-03-11,7084940,1068,3074,2.239%,157176.4,1482.3,0.943%,2.00
2023-03-10,7084629,1068,3074,2.238%,157048.3,1480.6,0.943%,2.00
2023-03-09,7084366,1069,3074,2.229%,156418.3,1473.8,0.942%,3.00
2023-03-08,7083906,1068,3074,2.203%,154610.3,1464.3,0.947%,3.00
2023-03-07,7083874,1069,3074,2.676%,187777.0,1813.7,0.966%,3.00
2023-03-06,7083641,1070,3073,2.666%,187034.4,1811.0,0.968%,2.00
2023-03-05,7083162,1069,3073,2.867%,201029.1,2023.1,1.006%,2.00
2023-03-04,7081310,1068,3072,2.859%,200439.1,2019.3,1.007%,1.00
2023-03-03,7080544,1069,3072,3.195%,224097.7,2157.3,0.963%,1.00
2023-03-02,7080314,1069,3071,3.194%,223991.0,2154.9,0.962%,0.00
2023-03-01,7080384,1068,3071,3.193%,223907.7,2153.0,0.962%,0.00
2023-02-28,7080391,1068,3071,3.192%,223820.4,2151.3,0.961%,0.00
2023-02-27,7074017,1065,3071,3.193%,223727.2,2150.3,0.961%,0.00
2023-02-26,7080705,1063,3071,3.189%,223636.1,2149.0,0.961%,1.00
2023-02-25,7080965,1063,3071,3.187%,223544.8,2147.3,0.961%,2.00
2023-02-24,7074386,1062,3071,3.189%,223447.0,2145.1,0.960%,2.00
2023-02-23,7074148,1060,3071,3.187%,223328.2,2143.7,0.960%,2.00
2023-02-22,7074171,1059,3071,3.180%,222839.1,2138.0,0.959%,2.00
2023-02-21,7074780,1058,3071,3.159%,221341.0,2129.7,0.962%,2.00
2023-02-20,7074376,1056,3071,3.183%,223072.7,2098.4,0.941%,2.00
2023-02-19,7074384,1056,3070,3.179%,222798.8,2087.4,0.937%,1.00
2023-02-18,7074622,1054,3069,3.177%,222689.6,2086.6,0.937%,0.00
2023-02-17,7074545,1055,3069,3.176%,222592.2,2083.5,0.936%,1.00
2023-02-16,7074737,1055,3069,3.174%,222450.9,2081.3,0.936%,1.00
2023-02-15,7074329,1055,3069,3.171%,222272.9,2077.7,0.935%,1.00
2023-02-14,7074597,1051,3069,3.168%,222086.2,2072.2,0.933%,1.00
2023-02-13,7074627,1050,3069,3.157%,221252.5,2066.7,0.934%,1.00
2023-02-12,7073855,1050,3069,3.114%,218202.4,2055.3,0.942%,1.00
2023-02-11,7068267,1051,3069,2.783%,194772.5,1924.7,0.988%,1.00
2023-02-10,7068144,1052,3068,2.780%,194560.8,1922.0,0.988%,0.00
2023-02-09,7067619,1052,3068,2.778%,194413.1,1919.0,0.987%,0.00
2023-02-08,7067612,1053,3068,2.776%,194292.8,1917.5,0.987%,0.00
2023-02-07,7068164,1056,3068,2.774%,194171.0,1913.3,0.985%,0.00
2023-02-06,7069013,1056,3068,2.772%,194028.0,1909.8,0.984%,1.00
2023-02-05,7069776,1055,3068,2.770%,193911.7,1907.4,0.984%,1.00
2023-02-04,7070480,1055,3068,2.768%,193783.8,1905.4,0.983%,1.00
2023-02-03,7070606,1055,3068,2.766%,193677.6,1902.8,0.982%,2.00
2023-02-02,7070508,1054,3068,2.764%,193538.3,1900.3,0.982%,2.00
2023-02-01,7070577,1053,3068,2.761%,193329.7,1895.9,0.981%,2.00
2023-01-31,7071208,1052,3068,3.129%,219241.4,2010.6,0.917%,5.00
2023-01-30,7072124,1052,3067,3.121%,218758.9,1996.9,0.913%,5.00
2023-01-29,7073100,1051,3067,3.097%,217070.2,1962.9,0.904%,5.00
2023-01-28,7077929,1051,3067,2.864%,201224.8,1490.3,0.741%,5.00
2023-01-27,7070980,1052,3066,2.844%,199594.6,1472.9,0.738%,4.00
2023-01-26,7072806,1050,3066,2.810%,197284.6,1456.2,0.738%,4.00
2023-01-25,7073914,1051,3066,2.965%,208387.8,1362.3,0.654%,4.00
2023-01-24,7075664,1051,3063,3.015%,211891.3,1420.5,0.670%,2.00
2023-01-23,7076878,1051,3062,3.011%,211701.3,1418.5,0.670%,1.00
2023-01-22,7077852,1051,3062,3.009%,211525.6,1416.2,0.670%,1.00
2023-01-21,7076296,1052,3062,3.005%,211247.0,1411.6,0.668%,1.00
2023-01-20,7075345,1052,3062,3.000%,210873.6,1408.6,0.668%,1.00
2023-01-19,7075838,1052,3062,2.978%,209342.5,1394.2,0.666%,1.00
2023-01-18,7075471,1051,3062,2.951%,207656.6,1110.8,0.535%,1.00
2023-01-17,7075284,1051,3061,2.945%,207272.4,1109.3,0.535%,0.00
2023-01-16,7074816,1050,3061,2.944%,207145.9,1106.5,0.534%,0.00
2023-01-15,7075172,1050,3061,2.941%,206964.9,1090.8,0.527%,0.00
2023-01-14,7079456,1049,3061,2.936%,206758.7,1088.4,0.526%,1.00
2023-01-13,7075318,1049,3061,2.935%,206559.3,1085.5,0.526%,1.00
2023-01-12,7074916,1050,3061,2.933%,206435.8,1083.5,0.525%,1.00
2023-01-11,7079622,1051,3061,2.929%,206295.6,1081.8,0.524%,1.00
2023-01-10,7079942,1051,3061,2.922%,205782.8,1075.8,0.523%,1.00
2023-01-09,7076100,1051,3061,3.290%,231464.8,1325.1,0.572%,1.00
2023-01-08,7077091,1052,3061,3.288%,231370.7,1324.1,0.572%,1.00
2023-01-07,7078097,1051,3060,3.285%,231223.5,1323.6,0.572%,0.00
2023-01-06,7078330,1049,3060,3.284%,231140.8,1322.8,0.572%,0.00
2023-01-05,7079173,1048,3060,3.283%,231063.2,1321.2,0.572%,1.00
2023-01-04,7080394,1048,3060,3.281%,230959.8,1319.7,0.571%,1.00
2023-01-03,7081691,1046,3060,3.279%,230877.4,1317.8,0.571%,1.00
2023-01-02,7084050,1045,3060,3.277%,230794.9,1316.3,0.570%,1.00
2023-01-01,7087014,1046,3060,3.272%,230590.8,1314.8,0.570%,1.00
2022-12-31,7089738,1049,3060,3.257%,229588.3,1310.7,0.571%,1.00
2022-12-30,7091218,1049,3060,3.150%,222003.5,1340.3,0.604%,1.00
2022-12-29,7093689,1053,3059,3.144%,221707.4,1338.7,0.604%,0.00
2022-12-28,7095293,1052,3059,3.142%,221607.0,1336.8,0.603%,0.00
2022-12-27,7096890,1051,3059,3.140%,221521.3,1335.5,0.603%,0.00
2022-12-26,7097898,1052,3059,3.139%,221445.3,1334.0,0.602%,0.00
2022-12-25,7102824,1053,3059,3.135%,221370.3,1333.0,0.602%,0.00
2022-12-24,7100675,1052,3059,3.135%,221268.7,1331.8,0.602%,0.00
2022-12-23,7101335,1055,3059,3.133%,221171.4,1330.3,0.601%,0.00
2022-12-22,7101160,1055,3059,3.132%,221103.3,1328.8,0.601%,0.00
2022-12-21,7101401,1056,3059,3.131%,221021.8,1327.3,0.601%,0.00
2022-12-20,7102205,1055,3059,3.129%,220918.1,1325.5,0.600%,0.00
2022-12-19,7102724,1055,3059,3.128%,220840.5,1323.6,0.599%,0.00
2022-12-18,7103797,1055,3059,3.126%,220757.8,1322.1,0.599%,0.00
2022-12-17,7104057,1055,3059,3.125%,220657.1,1319.3,0.598%,0.00
2022-12-16,7104202,1053,3059,3.123%,220522.2,1317.3,0.597%,2.00
2022-12-15,7103192,1052,3059,3.120%,220313.4,1314.3,0.597%,2.00
2022-12-14,7102178,1051,3059,3.118%,220101.1,1310.8,0.596%,2.00
2022-12-13,7102041,1051,3059,3.115%,219908.1,1308.5,0.595%,2.00
2022-12-12,7102603,1052,3059,3.092%,218313.2,1302.1,0.596%,2.00
2022-12-11,7102055,1051,3059,3.147%,222122.8,1361.7,0.613%,5.00
2022-12-10,7101778,1052,3059,3.327%,234523.9,1751.6,0.747%,5.00
2022-12-09,7101864,1052,3057,3.324%,234326.8,1749.5,0.747%,3.00
2022-12-08,7102611,1050,3057,3.322%,234169.8,1746.8,0.746%,3.00
2022-12-07,7102279,1052,3057,3.308%,233203.5,1740.7,0.746%,3.00
2022-12-06,7103891,1052,3057,4.422%,310917.7,3192.1,1.027%,3.00
2022-12-05,7104255,1053,3057,6.437%,451275.2,6029.8,1.336%,4.00
2022-12-04,7105146,1053,3054,6.434%,451088.7,6028.1,1.336%,2.00
2022-12-03,7105652,1052,3054,6.431%,450928.8,6027.0,1.337%,2.00
2022-12-02,7104528,1052,3054,6.429%,450703.2,6023.8,1.337%,2.00
2022-12-01,7104288,1051,3054,6.426%,450500.2,6022.3,1.337%,4.00
2022-11-30,7104305,1052,3054,6.416%,449804.3,6019.3,1.338%,4.00
2022-11-29,7103455,1052,3054,6.721%,471234.4,6191.6,1.314%,4.00
2022-11-28,7103962,1052,3053,6.977%,489333.8,6334.2,1.294%,3.00
2022-11-27,7105100,1052,3052,6.968%,488750.0,6327.3,1.295%,2.00
2022-11-26,7104635,1052,3052,6.931%,486078.7,6312.3,1.299%,3.00
2022-11-25,7103723,1052,3052,6.849%,480160.5,6362.4,1.325%,3.00
2022-11-24,7099958,1052,3050,6.846%,479718.1,6358.2,1.325%,1.00
2022-11-23,7098568,1052,3050,6.841%,479268.8,6351.9,1.325%,2.00
2022-11-22,7097650,1052,3050,6.832%,478549.3,6347.1,1.326%,2.00
2022-11-21,7096458,1050,3050,6.806%,476624.1,6334.3,1.329%,3.00
2022-11-20,7096006,1049,3050,6.352%,444428.8,6287.5,1.415%,5.00
2022-11-19,7094860,1050,3049,6.338%,443372.5,6270.9,1.414%,6.00
2022-11-18,7092978,1049,3049,6.299%,440560.4,6222.9,1.412%,7.00
2022-11-17,7089423,1048,3049,5.703%,398534.0,5797.7,1.455%,8.00
2022-11-16,7085507,1047,3048,5.506%,384518.3,5604.0,1.457%,9.00
2022-11-15,7081212,1048,3048,5.701%,398046.8,5659.0,1.422%,12.00
2022-11-14,7074511,1045,3046,3.156%,221327.7,1925.8,0.870%,12.00
2022-11-13,7054061,1044,3045,3.124%,218483.5,1906.3,0.873%,11.00
2022-11-12,6996389,1047,3043,2.326%,161685.8,1079.2,0.667%,11.00
2022-11-11,6976641,1046,3043,2.011%,139382.5,890.8,0.639%,14.00
2022-11-10,6964368,1047,3041,1.710%,118395.2,689.3,0.582%,13.00
2022-11-09,6943616,1048,3038,1.680%,115961.2,687.6,0.593%,11.00
2022-11-08,6936632,1048,3036,1.883%,129845.5,799.1,0.615%,8.00
2022-11-07,6928613,1046,3035,1.899%,130834.3,754.1,0.576%,7.00
2022-11-06,6925035,1049,3033,2.052%,141154.2,951.7,0.674%,6.00
2022-11-05,6922811,1049,3032,1.916%,131718.8,911.3,0.692%,5.00
2022-11-04,6919924,1049,3029,2.471%,169892.3,1106.4,0.651%,2.00
2022-11-03,6915295,1049,3028,2.469%,169655.6,1104.8,0.651%,1.00
2022-11-02,6914124,1049,3028,2.467%,169473.3,1104.6,0.652%,1.00
2022-11-01,6914059,1048,3028,2.464%,169256.3,1102.8,0.652%,1.00
2022-10-31,6913005,1048,3028,2.458%,168849.9,1099.3,0.651%,1.00
2022-10-30,6909602,1048,3028,3.090%,211672.4,1834.5,0.867%,2.00
2022-10-29,6908672,1048,3027,3.087%,211467.1,1832.2,0.866%,2.00
2022-10-28,6907717,1047,3027,3.085%,211252.4,1828.6,0.866%,2.00
2022-10-27,6904735,1048,3027,3.082%,210994.7,1825.8,0.865%,3.00
2022-10-26,6902982,1049,3027,3.078%,210627.3,1822.5,0.865%,3.00
2022-10-25,6901435,1048,3027,3.069%,209981.3,1817.1,0.865%,3.00
2022-10-24,6901138,1047,3027,3.149%,215467.4,1853.4,0.860%,3.00
2022-10-23,6900345,1047,3026,3.146%,215222.8,1828.9,0.850%,2.00
2022-10-22,6898523,1047,3025,3.141%,214847.8,1826.1,0.850%,1.00
2022-10-21,6896904,1048,3025,3.159%,216060.5,1840.7,0.852%,1.00
2022-10-20,6896567,1049,3024,3.158%,215964.9,1840.1,0.852%,0.00
2022-10-19,6896180,1048,3024,3.157%,215872.1,1837.8,0.851%,0.00
2022-10-18,6895631,1047,3024,3.155%,215738.0,1837.0,0.851%,0.00
2022-10-17,6895926,1047,3024,3.152%,215552.3,1834.3,0.851%,2.00
2022-10-16,6895265,1048,3024,3.149%,215272.4,1829.6,0.850%,2.00
2022-10-15,6894538,1048,3024,3.143%,214865.3,1825.5,0.850%,2.00
2022-10-14,6892729,1048,3024,3.135%,214255.4,1821.1,0.850%,2.00
2022-10-13,6891423,1048,3024,3.120%,213189.5,1814.7,0.851%,2.00
2022-10-12,6889739,1048,3024,3.076%,210126.3,1804.2,0.859%,2.00
2022-10-11,6887615,1049,3024,3.052%,207944.8,2241.3,1.078%,3.00
2022-10-10,6897388,1048,3022,3.042%,207581.7,2239.4,1.079%,1.00
2022-10-09,6896365,1048,3022,3.040%,207438.4,2236.6,1.078%,1.00
2022-10-08,6895699,1049,3022,3.038%,207247.8,2234.3,1.078%,1.00
2022-10-07,6895895,1048,3022,3.033%,206936.5,2231.0,1.078%,1.00
2022-10-06,6891276,1047,3022,3.025%,206227.7,2227.5,1.080%,1.00
2022-10-05,6889095,1045,3022,3.457%,235748.3,2435.6,1.033%,1.00
2022-10-04,6887231,1043,3021,3.456%,235589.8,2434.9,1.034%,0.00
2022-10-03,6887701,1043,3021,3.454%,235496.8,2434.1,1.034%,0.00
2022-10-02,6887918,1043,3021,3.453%,235412.6,2432.6,1.033%,0.00
2022-10-01,6886631,1039,3021,3.452%,235306.4,2431.4,1.033%,0.00
2022-09-30,6884542,1038,3021,3.452%,235224.3,2431.5,1.034%,0.00
2022-09-29,6881903,1038,3021,3.452%,235111.0,2429.7,1.033%,0.00
2022-09-28,6885376,1039,3021,3.448%,234971.2,2427.5,1.033%,0.00
2022-09-27,6883294,1037,3021,3.447%,234812.3,2425.8,1.033%,0.00
2022-09-26,6878992,1036,3021,3.445%,234535.8,2423.8,1.033%,0.00
2022-09-25,6874889,1036,3021,3.444%,234382.1,2422.1,1.033%,1.00
2022-09-24,6874274,1035,3021,3.442%,234206.8,2418.3,1.033%,2.00
2022-09-23,6873719,1034,3021,3.440%,234029.7,2415.0,1.032%,2.00
2022-09-22,6868355,1034,3021,3.440%,233852.9,2411.1,1.031%,2.00
2022-09-21,6865860,1032,3021,3.437%,233598.2,2405.0,1.030%,2.00
2022-09-20,6864505,1032,3021,3.431%,233140.3,2396.2,1.028%,2.00
2022-09-19,6862679,1032,3021,3.751%,254729.0,2721.5,1.068%,2.00
2022-09-18,6862048,1033,3020,3.834%,260054.8,3008.5,1.157%,1.00
2022-09-17,6861292,1033,3019,3.829%,259730.3,3006.7,1.158%,0.00
2022-09-16,6863452,1033,3019,3.826%,259596.3,3001.9,1.156%,0.00
2022-09-15,6858908,1032,3019,3.826%,259451.2,2999.8,1.156%,0.00
2022-09-14,6860780,1032,3019,3.824%,259327.4,2997.6,1.156%,0.00
2022-09-13,6861319,1032,3019,3.821%,259141.5,2996.0,1.156%,1.00
2022-09-12,6863376,1032,3019,3.816%,258900.4,2993.4,1.156%,2.00
2022-09-11,6863879,1031,3019,3.813%,258749.0,2992.0,1.156%,2.00
2022-09-10,6861540,1030,3019,3.811%,258534.3,2989.3,1.156%,2.00
2022-09-09,6858795,1029,3019,3.807%,258113.3,2985.8,1.157%,2.00
2022-09-08,6859461,1030,3019,3.787%,256769.5,2978.1,1.160%,2.00
2022-09-07,6857519,1032,3019,3.659%,247929.8,3001.9,1.211%,2.00
2022-09-06,6857182,1032,3018,3.854%,261015.6,3280.4,1.257%,1.00
2022-09-05,6857306,1032,3017,3.852%,260859.3,3279.2,1.257%,0.00
2022-09-04,6856657,1032,3017,3.850%,260723.1,3274.8,1.256%,0.00
2022-09-03,6857351,1033,3017,3.848%,260576.4,3272.9,1.256%,0.00
2022-09-02,6855311,1033,3017,3.847%,260423.8,3270.9,1.256%,0.00
2022-09-01,6856366,1033,3017,3.844%,260302.8,3267.3,1.255%,0.00
2022-08-31,6856686,1032,3017,3.842%,260172.5,3265.3,1.255%,0.00
2022-08-30,6856351,1032,3017,3.840%,260048.9,3262.2,1.254%,0.00
2022-08-29,6855979,1032,3017,3.838%,259904.7,3259.5,1.254%,0.00
2022-08-28,6855636,1032,3017,3.836%,259706.9,3256.5,1.254%,1.00
2022-08-27,6853256,1032,3017,3.834%,259525.0,3253.3,1.254%,1.00
2022-08-26,6850274,1030,3023,3.832%,259283.7,3249.6,1.253%,1.00
2022-08-25,6847103,1031,3023,3.829%,258949.6,3245.3,1.253%,1.00
2022-08-24,6844239,1030,3023,3.821%,258297.1,3240.3,1.254%,1.00
2022-08-23,6843146,1030,3023,3.797%,256594.3,3232.2,1.260%,1.00
2022-08-22,6840720,1031,3023,3.256%,219679.4,3052.9,1.390%,1.00
2022-08-21,6835022,1031,3022,3.250%,219114.6,3048.3,1.391%,0.00
2022-08-20,6831820,1031,3022,3.243%,218509.2,3037.6,1.390%,0.00
2022-08-19,6831811,1030,3022,3.241%,218383.2,3035.8,1.390%,0.00
2022-08-18,6831717,1031,3022,3.238%,218205.9,3033.5,1.390%,0.00
2022-08-17,6829559,1031,3022,3.237%,218022.4,3028.0,1.389%,0.00
2022-08-16,6827704,1031,3022,3.235%,217844.0,3023.3,1.388%,0.00
2022-08-15,6826500,1030,3022,3.234%,217716.5,3020.0,1.387%,0.00
2022-08-14,6825752,1029,3022,3.232%,217586.1,3018.3,1.387%,0.00
2022-08-13,6825878,1028,3022,3.229%,217410.6,3015.3,1.387%,0.00
2022-08-12,6823322,1028,3022,3.228%,217235.3,3011.7,1.386%,0.00
2022-08-11,6822238,1028,3022,3.224%,216963.6,3006.3,1.386%,2.00
2022-08-10,6820133,1027,3022,3.222%,216761.9,3000.7,1.384%,2.00
2022-08-09,6818302,1028,3022,3.218%,216448.6,2991.5,1.382%,2.00
2022-08-08,6819616,1028,3022,3.213%,216144.3,2980.6,1.379%,3.00
2022-08-07,6819066,1029,3022,3.189%,214511.5,2959.3,1.380%,3.00
2022-08-06,6816262,1028,3022,2.847%,191485.8,2562.3,1.338%,3.00
2022-08-05,6812298,1026,3022,2.880%,193617.5,2596.5,1.341%,4.00
2022-08-04,6810745,1026,3020,2.876%,193307.5,2594.6,1.342%,2.00
2022-08-03,6809560,1026,3020,2.871%,192888.2,2591.4,1.343%,2.00
2022-08-02,6807282,1026,3020,2.814%,189026.9,2562.4,1.356%,2.00
2022-08-01,6804653,1026,3019,2.813%,188841.1,2560.0,1.356%,1.00
2022-07-31,6801672,1026,3019,2.807%,188395.8,2556.3,1.357%,1.00
2022-07-30,6796270,1027,3019,2.814%,188704.1,2550.0,1.351%,1.00
2022-07-29,6793700,1025,3018,2.812%,188467.3,2548.3,1.352%,1.00
2022-07-28,6791147,1023,3018,2.809%,188208.0,2545.7,1.353%,1.00
2022-07-27,6789486,1024,3018,2.806%,187947.3,2542.2,1.353%,1.00
2022-07-26,6787346,1022,3018,2.801%,187609.5,2537.7,1.353%,1.00
2022-07-25,6783929,1022,3018,2.795%,187104.5,2532.8,1.354%,1.00
2022-07-24,6783286,1021,3018,2.782%,186213.2,2518.8,1.353%,1.00
2022-07-23,6780148,1021,3018,2.903%,194232.1,2595.2,1.336%,1.00
2022-07-22,6776583,1022,3017,2.900%,193947.9,2592.6,1.337%,0.00
2022-07-21,6773018,1022,3017,2.895%,193509.9,2579.1,1.333%,0.00
2022-07-20,6771027,1022,3017,2.893%,193305.3,2575.3,1.332%,0.00
2022-07-19,6768714,1020,3017,2.891%,193086.9,2571.7,1.332%,0.00
2022-07-18,6767188,1017,3017,2.888%,192841.8,2566.3,1.331%,0.00
2022-07-17,6765314,1017,3017,2.884%,192546.4,2560.7,1.330%,0.00
2022-07-16,6762144,1017,3017,2.881%,192231.8,2554.9,1.329%,0.00
2022-07-15,6760113,1015,3017,2.877%,191920.6,2549.8,1.329%,0.00
2022-07-14,6758709,1016,3017,2.873%,191654.3,2544.7,1.328%,0.00
2022-07-13,6756281,1016,3017,2.868%,191228.6,2537.7,1.327%,0.00
2022-07-12,6755814,1017,3017,2.862%,190833.6,2529.6,1.326%,1.00
2022-07-11,6753036,1017,3017,2.858%,190482.0,2519.9,1.323%,1.00
2022-07-10,6751262,1016,3017,2.851%,189986.3,2507.0,1.320%,3.00
2022-07-09,6748988,1015,3017,2.845%,189503.6,2496.1,1.317%,3.00
2022-07-08,6745377,1020,3017,2.835%,188779.4,2477.3,1.312%,6.00
2022-07-07,6740682,1018,3017,2.805%,186604.2,2441.5,1.308%,9.00
2022-07-06,6732263,1018,3017,2.577%,171392.3,2079.6,1.213%,13.00
2022-07-05,6723230,1018,3016,2.653%,176261.9,2132.8,1.210%,11.00
2022-07-04,6707980,1018,3029,2.006%,133623.6,948.8,0.710%,8.00
2022-07-03,6684429,1017,3027,2.133%,141571.8,1003.9,0.709%,6.00
